review_id,date,reviewer,rating_1_5,title,body,replied
TP-1052,2026-05-19,Gareth,3,Billing woes,"Renewal was painless, rate came in lower.",No
TP-1316,2026-01-10,Iona,1,Slow support,Had a billing dispute that dragged on for weeks.,No
TP-975,2025-04-02,Fatima,3,Refreshing energy supplier,Portal needs work but the pricing is honest.,Yes
TP-970,2025-05-12,Emily,2,Mixed experience,Had a billing dispute that dragged on for weeks.,Yes
TP-1147,2025-11-03,Emily from Yewtree Garden,4,Genuinely cheaper,Switched our sites and the savings matched the quote.,Yes
TP-887,2026-02-02,James from Yewtree Plastics Holdings,5,Transparent pricing,Support took days to reply.,No
TP-842,2026-02-10,Marcus from Pennine Offices,3,Slow support,Support took days to reply.,Yes
TP-952,2025-09-10,Stefan,5,Billing woes,Support took days to reply.,Yes
TP-988,2025-07-17,Tara Whitethorn,2,Slow support,Support took days to reply.,No
TP-1276,2025-12-03,Anita Westcliff,2,Great for our sites,Support took days to reply.,No
TP-1127,2026-03-10,Lucy Pemberley,4,Avoid,Support took days to reply.,Yes
TP-903,2026-04-22,Rhys from Zephyr Recycling Co,4,Billing woes,Left after our contract ended - renewal offer was late.,No
TP-1013,2025-09-04,Nadia from Bluewater Scaffolding Group,3,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-1309,2025-07-12,Noel Pennine,3,Slow support,Our broker recommended tem and it has been solid.,No
TP-1273,2025-02-14,James Westcliff,4,Transparent pricing,Quote was cheaper than the incumbent by some way.,No
TP-1169,2025-08-20,Oliver Stanhope,5,Refreshing energy supplier,Quote was cheaper than the incumbent by some way.,Yes
TP-1001,2025-02-24,Priya,2,Refreshing energy supplier,"Renewal was painless, rate came in lower.",No
TP-877,2025-11-17,Lewis from Tanfield Coachworks & Sons,1,Avoid,Left after our contract ended - renewal offer was late.,No
TP-1204,2026-07-19,Rhys from Fernhill Care Holdings,5,Transparent pricing,Switched our sites and the savings matched the quote.,No
TP-1131,2025-11-12,Marcus from Bexley Recycling & Sons,2,Billing woes,Portal needs work but the pricing is honest.,No
TP-1289,2025-08-22,Zara Padstow,2,Genuinely cheaper,Our broker recommended tem and it has been solid.,No
TP-1008,2025-08-05,Iona from Silverbeck Ice Cream,3,Brilliant onboarding,Had a billing dispute that dragged on for weeks.,No
TP-1285,2026-06-01,Stefan,5,Billing woes,Our broker recommended tem and it has been solid.,No
TP-801,2025-07-04,Paula,2,Slow support,Our broker recommended tem and it has been solid.,No
TP-1038,2025-07-06,Anita,5,Refreshing energy supplier,Switched our sites and the savings matched the quote.,No
TP-860,2025-01-15,Grace from Riverbank Maltings,1,Great for our sites,Left after our contract ended - renewal offer was late.,Yes
TP-1302,2025-04-14,Oliver Lowther,2,Slow support,Support took days to reply.,No
TP-1300,2026-01-31,Marcus,3,Brilliant onboarding,Quote was cheaper than the incumbent by some way.,No
TP-1356,2025-07-10,Oliver Bluewater,5,Billing woes,Portal needs work but the pricing is honest.,No
TP-1072,2025-10-19,Tara from Umberside Aggregates Co,5,Billing woes,"Renewal was painless, rate came in lower.",No
TP-826,2025-10-29,Paula from Bramble Bookbinders Partners,4,Genuinely cheaper,Switched our sites and the savings matched the quote.,Yes
TP-991,2025-11-24,Marcus from Orchard Kennels,3,Transparent pricing,Portal needs work but the pricing is honest.,No
TP-1211,2026-08-12,Anita from Cedar Retail,5,Mixed experience,Our broker recommended tem and it has been solid.,No
TP-1210,2025-06-09,Anita,5,Genuinely cheaper,"Renewal was painless, rate came in lower.",No
TP-1057,2026-02-01,Kirsty Torque,2,Billing woes,Portal needs work but the pricing is honest.,No
TP-1157,2026-08-27,Tom from Lighthouse Robotics,4,Genuinely cheaper,Switched our sites and the savings matched the quote.,No
TP-1218,2026-04-24,Ryan Pemberley,2,Refreshing energy supplier,Support took days to reply.,No
TP-1081,2025-03-28,Oliver Ullswater,2,Brilliant onboarding,Switched our sites and the savings matched the quote.,No
TP-1034,2026-05-01,Marcus,4,Billing woes,Left after our contract ended - renewal offer was late.,Yes
TP-1106,2026-01-21,Callum from Thackery Marine Group,3,Brilliant onboarding,Our broker recommended tem and it has been solid.,Yes
TP-1044,2025-08-13,Fatima Maplin,2,Great for our sites,Portal needs work but the pricing is honest.,No
TP-1243,2025-01-19,Tara Ellerton,4,Transparent pricing,Our broker recommended tem and it has been solid.,No
TP-1216,2025-02-25,Aisha from Umberside Coachworks,2,Mixed experience,Our broker recommended tem and it has been solid.,Yes
TP-904,2025-01-09,Amber Farrier,4,Avoid,Our broker recommended tem and it has been solid.,Yes
TP-1354,2026-06-09,Daniel from Selworthy Fabrications,3,Great for our sites,Portal needs work but the pricing is honest.,Yes
TP-854,2026-08-30,Chloe,4,Genuinely cheaper,Portal needs work but the pricing is honest.,No
TP-1179,2025-05-18,Chloe Garwood,5,Genuinely cheaper,Left after our contract ended - renewal offer was late.,No
TP-1223,2026-01-14,Gareth from Ingleby Aggregates Holdings,3,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1292,2025-09-28,Kirsty Summerton,5,Avoid,Portal needs work but the pricing is honest.,No
TP-1344,2025-07-06,Ryan Cranleigh,3,Mixed experience,Left after our contract ended - renewal offer was late.,No
TP-974,2025-09-15,James from Cobalt Marine Group,2,Avoid,Had a billing dispute that dragged on for weeks.,No
TP-1280,2026-01-04,Jack Kestrel,1,Great for our sites,Portal needs work but the pricing is honest.,Yes
TP-1130,2025-07-15,Daniel Larkspur,5,Transparent pricing,Portal needs work but the pricing is honest.,No
TP-966,2025-01-20,Kirsty from Orchard Restaurants,2,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-957,2026-08-09,Ryan,2,Genuinely cheaper,Quote was cheaper than the incumbent by some way.,No
TP-963,2025-05-03,Ryan Quayside,3,Refreshing energy supplier,Support took days to reply.,No
TP-899,2025-03-31,Freya,3,Avoid,Quote was cheaper than the incumbent by some way.,Yes
TP-882,2025-11-10,Peter from Quayside Data Rooms & Sons,5,Billing woes,Support took days to reply.,No
TP-841,2025-10-26,Noel Ivybridge,2,Genuinely cheaper,Support took days to reply.,No
TP-907,2026-05-19,Daniel,5,Mixed experience,Portal needs work but the pricing is honest.,Yes
TP-1109,2026-06-29,Amber,4,Mixed experience,Quote was cheaper than the incumbent by some way.,No
TP-1305,2026-08-06,Ewan,3,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1040,2025-11-30,Peter Hollybush,1,Avoid,Switched our sites and the savings matched the quote.,No
TP-1101,2026-01-04,Kirsty Riverbank,3,Avoid,"Renewal was painless, rate came in lower.",Yes
TP-875,2026-07-04,Grace,3,Transparent pricing,Portal needs work but the pricing is honest.,No
TP-1287,2025-06-03,Zara Langmere,3,Transparent pricing,Our broker recommended tem and it has been solid.,No
TP-1160,2026-08-17,Iona Quenington,5,Great for our sites,Support took days to reply.,No
TP-1248,2025-07-05,Fatima Tredegar,4,Brilliant onboarding,Portal needs work but the pricing is honest.,No
TP-1090,2026-04-08,Freya from Birchmoor Padel,5,Great for our sites,Switched our sites and the savings matched the quote.,No
TP-1265,2026-08-09,Nia,5,Genuinely cheaper,Switched our sites and the savings matched the quote.,No
TP-965,2025-11-09,Marcus Jarrow,5,Great for our sites,Support took days to reply.,No
TP-1084,2026-01-12,Ben from Ottershaw Farm Foods Holdings,4,Billing woes,Quote was cheaper than the incumbent by some way.,Yes
TP-858,2025-11-26,Lucy,4,Slow support,Quote was cheaper than the incumbent by some way.,No
TP-1228,2026-01-11,Nadia Hatherley,1,Slow support,Portal needs work but the pricing is honest.,Yes
TP-902,2025-12-21,Ewan Yarrow,2,Refreshing energy supplier,Support took days to reply.,No
TP-1165,2026-07-03,Grace from Millpond Catering,4,Great for our sites,Left after our contract ended - renewal offer was late.,No
TP-1128,2025-12-10,Stefan Merrivale,3,Refreshing energy supplier,Support took days to reply.,No
TP-1219,2025-10-14,Nia from Ravenscar Packaging,3,Genuinely cheaper,Our broker recommended tem and it has been solid.,No
TP-985,2025-12-16,Gareth Lighthouse,5,Refreshing energy supplier,Portal needs work but the pricing is honest.,Yes
TP-1291,2025-11-15,Grace from Thackery Chandlery Holdings,4,Genuinely cheaper,Support took days to reply.,No
TP-1242,2025-04-30,Tom Selworthy,3,Avoid,Portal needs work but the pricing is honest.,Yes
TP-1222,2025-05-04,Emily,5,Brilliant onboarding,Support took days to reply.,No
TP-920,2026-02-23,Paula Birchmoor,2,Avoid,Support took days to reply.,Yes
TP-1104,2025-01-15,Dev,5,Billing woes,Portal needs work but the pricing is honest.,No
TP-856,2026-01-07,Marcus from Zetland Cinemas,5,Genuinely cheaper,Quote was cheaper than the incumbent by some way.,No
TP-869,2025-12-15,Lewis Zephyr,2,Genuinely cheaper,Switched our sites and the savings matched the quote.,No
TP-1310,2026-08-09,Priya,3,Great for our sites,Quote was cheaper than the incumbent by some way.,Yes
TP-947,2026-02-15,Noel Applegarth,1,Transparent pricing,Support took days to reply.,Yes
TP-1199,2025-11-20,Tara Elmwood,5,Brilliant onboarding,Switched our sites and the savings matched the quote.,No
TP-998,2025-05-19,Fatima,4,Genuinely cheaper,Left after our contract ended - renewal offer was late.,Yes
TP-1047,2026-04-14,Oliver,4,Genuinely cheaper,Left after our contract ended - renewal offer was late.,Yes
TP-1186,2025-12-08,Rhys from Umberside Textiles,2,Transparent pricing,"Renewal was painless, rate came in lower.",Yes
TP-1332,2026-03-29,Lewis,5,Brilliant onboarding,Portal needs work but the pricing is honest.,No
TP-948,2026-05-10,Zara,4,Brilliant onboarding,Switched our sites and the savings matched the quote.,No
TP-1058,2026-05-13,Kirsty Ashcombe,4,Refreshing energy supplier,Switched our sites and the savings matched the quote.,Yes
TP-1234,2025-02-25,Megan,5,Mixed experience,Portal needs work but the pricing is honest.,No
TP-1215,2026-01-09,Chloe,3,Refreshing energy supplier,Had a billing dispute that dragged on for weeks.,Yes
TP-879,2025-11-07,Sarah from Hollybush Glassworks & Sons,2,Avoid,Left after our contract ended - renewal offer was late.,No
TP-853,2025-08-07,Freya Orchard,4,Refreshing energy supplier,Quote was cheaper than the incumbent by some way.,Yes
TP-824,2025-01-19,Stefan Thackery,3,Brilliant onboarding,Left after our contract ended - renewal offer was late.,No
TP-1181,2025-12-12,Zara Padstow,5,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1135,2025-09-12,Lucy,3,Great for our sites,Support took days to reply.,No
TP-984,2025-06-28,Ryan,5,Slow support,Support took days to reply.,Yes
TP-1343,2026-06-17,Nadia from Rosedale Recycling (UK),2,Brilliant onboarding,Quote was cheaper than the incumbent by some way.,Yes
TP-1122,2026-01-09,Megan,1,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1124,2025-12-24,Peter,3,Billing woes,Switched our sites and the savings matched the quote.,Yes
TP-1232,2026-08-02,Rhys Jespersen,3,Refreshing energy supplier,Left after our contract ended - renewal offer was late.,No
TP-983,2026-01-19,Lewis from Ullswater Laundry,5,Mixed experience,"Renewal was painless, rate came in lower.",Yes
TP-1351,2026-03-21,Fatima Millpond,1,Slow support,"Renewal was painless, rate came in lower.",No
TP-1049,2025-02-01,Ben,3,Refreshing energy supplier,Our broker recommended tem and it has been solid.,No
TP-894,2026-06-25,Daniel,2,Mixed experience,Portal needs work but the pricing is honest.,Yes
TP-1229,2025-12-22,Stefan,5,Avoid,Our broker recommended tem and it has been solid.,No
TP-873,2026-07-01,Zara from Quenington Glassworks,4,Billing woes,Support took days to reply.,Yes
TP-1055,2025-06-05,Anita from Rosedale Cold Storage Group,4,Slow support,Quote was cheaper than the incumbent by some way.,No
TP-1152,2026-05-31,Stefan Lighthouse,2,Transparent pricing,Portal needs work but the pricing is honest.,Yes
TP-889,2026-03-30,Holly from Umberside Farm Foods Holdings,5,Billing woes,Support took days to reply.,No
TP-1296,2025-07-11,Iona Cedar,3,Genuinely cheaper,Switched our sites and the savings matched the quote.,Yes
TP-1054,2025-07-03,Fatima from Fernhill Seafoods,2,Transparent pricing,Portal needs work but the pricing is honest.,Yes
TP-937,2026-07-18,Ewan Caldwell,1,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-1198,2025-09-24,Aisha Larkspur,5,Billing woes,"Renewal was painless, rate came in lower.",No
TP-1250,2025-07-10,Jack from Cedar Textiles Group,3,Slow support,Quote was cheaper than the incumbent by some way.,No
TP-863,2025-02-21,Jack from Tredegar Veterinary Co,3,Genuinely cheaper,Left after our contract ended - renewal offer was late.,No
TP-1102,2025-06-27,Craig from Denholm Farm Foods (UK),4,Billing woes,Our broker recommended tem and it has been solid.,No
TP-846,2026-05-05,Anita,4,Transparent pricing,Had a billing dispute that dragged on for weeks.,Yes
TP-1007,2025-01-22,Sarah,2,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-1195,2025-12-18,Holly,5,Billing woes,Switched our sites and the savings matched the quote.,Yes
TP-1017,2026-07-09,Nia Bluewater,4,Brilliant onboarding,Support took days to reply.,Yes
TP-1221,2025-02-05,Tara from Ivybridge Data Rooms,2,Transparent pricing,"Renewal was painless, rate came in lower.",No
TP-1064,2025-08-04,Oliver from Redwing Galvanising,3,Transparent pricing,"Renewal was painless, rate came in lower.",No
TP-1188,2025-08-02,Kirsty from Lighthouse Hotels & Sons,4,Avoid,"Renewal was painless, rate came in lower.",No
TP-1312,2025-09-06,Freya Northgate,3,Refreshing energy supplier,Quote was cheaper than the incumbent by some way.,Yes
TP-1170,2025-08-11,Emily from Maplin Roofing,3,Slow support,Quote was cheaper than the incumbent by some way.,No
TP-923,2025-04-22,Amber from Umberside Cold Storage Co,4,Great for our sites,Portal needs work but the pricing is honest.,No
TP-1074,2026-07-14,Daniel from Ironbridge Packaging,1,Refreshing energy supplier,Portal needs work but the pricing is honest.,No
TP-1311,2025-01-11,Ryan Maplin,1,Avoid,Our broker recommended tem and it has been solid.,Yes
TP-871,2025-10-22,Paula,2,Refreshing energy supplier,Support took days to reply.,Yes
TP-898,2026-07-14,Gareth,5,Great for our sites,Portal needs work but the pricing is honest.,Yes
TP-1045,2025-04-28,James from Pemberley Joinery,3,Avoid,Quote was cheaper than the incumbent by some way.,No
TP-850,2025-06-22,Stefan,5,Transparent pricing,Support took days to reply.,No
TP-929,2025-09-07,Anita Orchard,3,Brilliant onboarding,Switched our sites and the savings matched the quote.,Yes
TP-804,2026-06-28,Craig Ashcombe,2,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1137,2026-08-24,Noel,5,Billing woes,Left after our contract ended - renewal offer was late.,No
TP-1155,2025-10-03,Jack,5,Refreshing energy supplier,Quote was cheaper than the incumbent by some way.,No
TP-1324,2026-06-19,Chloe,4,Avoid,"Renewal was painless, rate came in lower.",No
TP-1143,2025-10-14,Ryan from Maplin Bookbinders,3,Great for our sites,Left after our contract ended - renewal offer was late.,No
TP-930,2025-08-26,Marcus,3,Genuinely cheaper,Switched our sites and the savings matched the quote.,No
TP-1133,2025-09-02,Grace,3,Genuinely cheaper,Quote was cheaper than the incumbent by some way.,No
TP-1306,2025-10-16,Fatima from Larkspur Cold Storage,1,Billing woes,Our broker recommended tem and it has been solid.,No
TP-890,2025-05-24,Peter Wrenfield,5,Transparent pricing,Switched our sites and the savings matched the quote.,Yes
TP-1279,2025-05-02,Amber,4,Transparent pricing,Support took days to reply.,No
TP-1112,2026-07-05,Amber,5,Mixed experience,Support took days to reply.,Yes
TP-1339,2026-03-31,Ben,2,Great for our sites,Left after our contract ended - renewal offer was late.,No
TP-1085,2026-06-16,Lucy,4,Mixed experience,Left after our contract ended - renewal offer was late.,Yes
TP-1267,2025-07-30,Amber,5,Great for our sites,Had a billing dispute that dragged on for weeks.,Yes
TP-837,2025-06-22,Tom Zetland,5,Avoid,Our broker recommended tem and it has been solid.,Yes
TP-1110,2025-06-09,Tom from Atlas Bakehouse,2,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-818,2025-06-01,Chloe from Kingsmead Cold Storage,4,Refreshing energy supplier,Portal needs work but the pricing is honest.,No
TP-1027,2026-04-01,Emily from Caldwell Milling Partners,1,Slow support,Had a billing dispute that dragged on for weeks.,No
TP-816,2026-04-03,Fatima from Saltmarsh Nurseries Partners,2,Genuinely cheaper,Had a billing dispute that dragged on for weeks.,Yes
TP-942,2025-06-05,Sarah,2,Transparent pricing,Switched our sites and the savings matched the quote.,No
TP-1029,2026-03-13,Ewan Merrivale,3,Transparent pricing,Quote was cheaper than the incumbent by some way.,No
TP-865,2026-07-12,Craig Quayside,1,Brilliant onboarding,"Renewal was painless, rate came in lower.",Yes
TP-1066,2025-11-14,Ryan Exmoor,4,Great for our sites,"Renewal was painless, rate came in lower.",Yes
TP-1163,2026-05-18,James from Harborne Optics Group,4,Mixed experience,Support took days to reply.,No
TP-1172,2025-03-01,Sanjay Ashcombe,2,Genuinely cheaper,"Renewal was painless, rate came in lower.",No
TP-945,2025-12-26,Noel from Westcliff Gym Partners,5,Billing woes,Left after our contract ended - renewal offer was late.,No
TP-836,2026-07-03,Oliver from Lowther Restaurants (UK),5,Avoid,Support took days to reply.,Yes
TP-1357,2025-11-15,Noel from Umberside Engineering Holdings,5,Billing woes,Had a billing dispute that dragged on for weeks.,No
TP-1282,2026-01-01,Nadia,4,Mixed experience,Portal needs work but the pricing is honest.,Yes
TP-838,2026-02-22,Tara,5,Refreshing energy supplier,Switched our sites and the savings matched the quote.,Yes
TP-819,2026-06-01,Sarah,5,Avoid,Switched our sites and the savings matched the quote.,No
TP-1288,2025-04-12,Nadia Northgate,4,Brilliant onboarding,Left after our contract ended - renewal offer was late.,Yes
TP-1266,2025-04-15,Daniel from Tanfield Motors Partners,2,Great for our sites,Left after our contract ended - renewal offer was late.,Yes
TP-1321,2026-02-06,Rhys,4,Refreshing energy supplier,Switched our sites and the savings matched the quote.,Yes
TP-1088,2025-12-21,Noel,2,Great for our sites,Quote was cheaper than the incumbent by some way.,Yes
TP-1205,2025-03-16,Freya Verity,5,Mixed experience,Left after our contract ended - renewal offer was late.,No
TP-1283,2026-08-27,Callum,1,Great for our sites,Our broker recommended tem and it has been solid.,No
TP-1317,2025-09-15,Emily,3,Mixed experience,"Renewal was painless, rate came in lower.",No
TP-968,2026-02-10,Sanjay,2,Avoid,Our broker recommended tem and it has been solid.,Yes
TP-944,2026-08-16,James,3,Genuinely cheaper,Quote was cheaper than the incumbent by some way.,No
TP-950,2026-05-07,Aisha from Yewtree Nurseries (UK),5,Refreshing energy supplier,Our broker recommended tem and it has been solid.,No
TP-1196,2026-01-02,Anita,2,Genuinely cheaper,Quote was cheaper than the incumbent by some way.,No
TP-1111,2026-05-23,Aisha Verity,4,Billing woes,Support took days to reply.,Yes
TP-1149,2026-01-23,Sarah from Denholm Tanning,1,Slow support,Portal needs work but the pricing is honest.,Yes
TP-1342,2025-06-24,Iona from Rosedale Coachworks & Sons,5,Billing woes,Left after our contract ended - renewal offer was late.,Yes
TP-1166,2025-05-18,Ryan from Selworthy Restaurants Group,3,Mixed experience,Left after our contract ended - renewal offer was late.,No
TP-1006,2026-05-11,Freya,3,Billing woes,Quote was cheaper than the incumbent by some way.,No
TP-918,2025-01-12,Zara from Quenington Glassworks Co,5,Avoid,Quote was cheaper than the incumbent by some way.,No
TP-1315,2025-07-16,Fatima Ravenscar,4,Brilliant onboarding,Quote was cheaper than the incumbent by some way.,No
TP-1230,2025-04-15,Anita Kestrel,3,Refreshing energy supplier,"Renewal was painless, rate came in lower.",No
TP-807,2026-05-12,Aisha from Kelbrook Cold Storage,4,Brilliant onboarding,Switched our sites and the savings matched the quote.,No
TP-1301,2025-03-29,Amber,3,Mixed experience,"Renewal was painless, rate came in lower.",Yes
TP-1069,2025-04-11,Lucy Millpond,4,Slow support,Our broker recommended tem and it has been solid.,Yes
TP-1278,2025-03-26,Ben from Atlas Roofing,3,Great for our sites,Switched our sites and the savings matched the quote.,No
TP-949,2025-01-27,Ben from Silverbeck Garden,2,Refreshing energy supplier,Had a billing dispute that dragged on for weeks.,No
TP-1115,2026-06-01,Nia Yewtree,5,Genuinely cheaper,Portal needs work but the pricing is honest.,Yes
TP-893,2025-10-16,James from Silverbeck Marine Partners,4,Billing woes,Our broker recommended tem and it has been solid.,No
TP-1307,2026-08-03,Lewis Caldwell,5,Brilliant onboarding,Our broker recommended tem and it has been solid.,Yes
TP-897,2025-03-09,Callum from Pennine Pharmacy,5,Great for our sites,Our broker recommended tem and it has been solid.,No
TP-1159,2026-03-19,Grace,5,Great for our sites,Support took days to reply.,Yes
TP-1329,2025-05-27,Grace Zephyr,3,Slow support,Our broker recommended tem and it has been solid.,Yes
TP-1203,2026-08-20,Jack Quarrington,5,Avoid,Switched our sites and the savings matched the quote.,No
TP-905,2025-04-08,Peter,4,Refreshing energy supplier,"Renewal was painless, rate came in lower.",Yes
TP-1161,2026-06-23,Stefan,1,Brilliant onboarding,"Renewal was painless, rate came in lower.",No
TP-915,2025-08-28,Freya from Norbury Nurseries,2,Brilliant onboarding,Support took days to reply.,No
TP-938,2025-06-02,Megan from Lighthouse Gym,5,Slow support,Support took days to reply.,No
TP-835,2026-03-06,Dev Whitethorn,5,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1060,2026-08-04,Omar,4,Genuinely cheaper,"Renewal was painless, rate came in lower.",No
TP-1171,2025-08-04,Chloe,5,Brilliant onboarding,Quote was cheaper than the incumbent by some way.,No
TP-859,2026-01-20,Amber,3,Avoid,Switched our sites and the savings matched the quote.,No
TP-1046,2026-01-06,Dev from Umberside Pharmacy Holdings,3,Refreshing energy supplier,Support took days to reply.,No
TP-1125,2026-07-21,Tom Norbury,2,Billing woes,Switched our sites and the savings matched the quote.,No
TP-940,2025-04-06,Sanjay,5,Genuinely cheaper,Had a billing dispute that dragged on for weeks.,No
TP-978,2026-01-30,Tom,4,Slow support,Portal needs work but the pricing is honest.,Yes
TP-1019,2025-05-25,Oliver from Quarrington Retail,5,Refreshing energy supplier,Had a billing dispute that dragged on for weeks.,No
TP-1206,2025-09-17,Zara from Ingleby Catering (UK),2,Avoid,Quote was cheaper than the incumbent by some way.,No
TP-943,2025-07-16,Craig from Lighthouse Ice Cream Holdings,5,Refreshing energy supplier,"Renewal was painless, rate came in lower.",Yes
TP-1284,2026-08-10,Rhys,2,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1073,2026-04-21,Zara from Hatherley Upholstery,5,Refreshing energy supplier,"Renewal was painless, rate came in lower.",No
TP-1262,2026-06-18,Ben Exmoor,2,Mixed experience,"Renewal was painless, rate came in lower.",No
TP-1042,2025-05-30,Nadia from Quenington Seafoods Holdings,4,Great for our sites,Portal needs work but the pricing is honest.,No
TP-1355,2026-08-07,Grace from Tredegar Robotics,4,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-872,2025-06-21,Priya,3,Transparent pricing,Switched our sites and the savings matched the quote.,Yes
TP-1146,2025-09-28,Lewis Jarrow,2,Refreshing energy supplier,Our broker recommended tem and it has been solid.,Yes
TP-1353,2025-03-03,Marcus Atlas,5,Brilliant onboarding,Our broker recommended tem and it has been solid.,No
TP-933,2025-01-21,Emily from Ullswater Ice Cream,4,Avoid,"Renewal was painless, rate came in lower.",Yes
TP-828,2025-01-20,Anita from Orchard Forge,2,Slow support,Switched our sites and the savings matched the quote.,No
TP-1322,2026-02-13,Freya from Cedar Gym & Sons,4,Genuinely cheaper,Left after our contract ended - renewal offer was late.,No
TP-932,2026-05-20,Stefan from Cobalt Hotels & Sons,2,Brilliant onboarding,Quote was cheaper than the incumbent by some way.,No
TP-1116,2025-01-31,Rhys,4,Slow support,Support took days to reply.,No
TP-1244,2026-08-29,Noel Kingsmead,3,Brilliant onboarding,Had a billing dispute that dragged on for weeks.,Yes
TP-906,2025-04-18,Stefan Cedar,4,Avoid,Switched our sites and the savings matched the quote.,No
TP-1117,2026-01-27,Megan from Farrier Laundry,2,Genuinely cheaper,Switched our sites and the savings matched the quote.,Yes
TP-1176,2026-06-14,Amber,1,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1030,2026-02-27,Sanjay,5,Slow support,Left after our contract ended - renewal offer was late.,No
TP-1182,2025-12-04,Nadia Jespersen,2,Brilliant onboarding,Left after our contract ended - renewal offer was late.,No
TP-829,2025-04-20,Grace Ashcombe,3,Genuinely cheaper,Had a billing dispute that dragged on for weeks.,Yes
TP-874,2026-06-04,Aisha Eastbrook,3,Mixed experience,Left after our contract ended - renewal offer was late.,No
TP-1011,2026-08-28,Fatima from Applegarth Salvage,2,Brilliant onboarding,Our broker recommended tem and it has been solid.,No
TP-1148,2025-01-23,Chloe Nettlebed,5,Great for our sites,Support took days to reply.,No
TP-917,2026-02-11,Sanjay from Northgate Nurseries Group,5,Billing woes,Had a billing dispute that dragged on for weeks.,No
TP-1268,2025-12-17,Anita Maplin,5,Transparent pricing,Left after our contract ended - renewal offer was late.,No
TP-1129,2025-11-17,Priya,2,Transparent pricing,Had a billing dispute that dragged on for weeks.,No
TP-1099,2026-08-05,Amber from Zephyr Dairy Holdings,4,Refreshing energy supplier,Had a billing dispute that dragged on for weeks.,Yes
TP-1010,2025-12-04,Marcus,5,Billing woes,Our broker recommended tem and it has been solid.,No
TP-852,2025-07-11,Anita Verity,5,Genuinely cheaper,"Renewal was painless, rate came in lower.",No
TP-880,2025-06-13,Stefan,4,Great for our sites,Support took days to reply.,Yes
TP-1237,2025-12-08,Callum from Summerton Retail,2,Transparent pricing,Left after our contract ended - renewal offer was late.,No
TP-1051,2025-10-01,Lewis,5,Mixed experience,Our broker recommended tem and it has been solid.,No
TP-1350,2026-03-06,Gareth from Wrenfield Engineering,4,Mixed experience,Switched our sites and the savings matched the quote.,No
TP-1256,2025-02-27,Ben,2,Brilliant onboarding,Left after our contract ended - renewal offer was late.,Yes
TP-861,2025-02-26,Aisha,4,Brilliant onboarding,Portal needs work but the pricing is honest.,Yes
TP-976,2025-04-10,Jack from Larkspur Precision,3,Transparent pricing,Portal needs work but the pricing is honest.,No
TP-845,2026-08-12,James Cedar,3,Transparent pricing,Had a billing dispute that dragged on for weeks.,Yes
TP-1093,2026-03-05,Callum Silverbeck,5,Avoid,Left after our contract ended - renewal offer was late.,No
TP-1185,2025-04-05,Emily Rosedale,3,Great for our sites,Our broker recommended tem and it has been solid.,No
TP-1175,2025-12-08,Gareth from Denholm Pharmacy,5,Great for our sites,Quote was cheaper than the incumbent by some way.,No
TP-1217,2025-06-11,Priya from Lighthouse Milling Group,5,Avoid,Portal needs work but the pricing is honest.,No
TP-851,2025-12-10,Noel from Kestrel Aquatics Partners,2,Mixed experience,Our broker recommended tem and it has been solid.,No
TP-931,2025-12-24,Tara,5,Transparent pricing,Quote was cheaper than the incumbent by some way.,No
TP-868,2026-05-26,Priya Stanhope,4,Billing woes,Switched our sites and the savings matched the quote.,No
TP-1033,2026-08-23,Omar,3,Billing woes,Switched our sites and the savings matched the quote.,Yes
TP-997,2025-03-24,Ryan Jespersen,1,Genuinely cheaper,Our broker recommended tem and it has been solid.,No
TP-1290,2025-10-09,Grace from Riverbank Distillery Holdings,5,Great for our sites,Switched our sites and the savings matched the quote.,Yes
TP-888,2026-02-10,Amber from Dunmore Roofing & Sons,5,Mixed experience,Portal needs work but the pricing is honest.,No
TP-884,2025-02-07,Iona,4,Avoid,"Renewal was painless, rate came in lower.",No
TP-1026,2026-05-31,Kirsty,3,Mixed experience,Quote was cheaper than the incumbent by some way.,No
TP-990,2026-08-24,Holly,5,Mixed experience,Support took days to reply.,Yes
TP-995,2026-03-21,James,3,Refreshing energy supplier,Portal needs work but the pricing is honest.,No
TP-1269,2025-04-30,Tom from Tanfield Data Rooms,2,Avoid,Switched our sites and the savings matched the quote.,No
TP-1132,2026-03-11,Sarah Summerton,4,Mixed experience,Left after our contract ended - renewal offer was late.,No
